Product,Gender,Accords,Description,AdditionalInfo,TopNotes,MiddleNotes,BaseNotes,love,like,ok,dislike,hate,winter,spring,summer,fall,day,night,,
Jabir Xerjoff,women and men,"floral (100%), oud (95.7717%), woody (86.6105%), fresh (85.4363%), powdery (70.4025%), white floral (67.584%), violet (62.8856%), rose (59.5975%), musky (59.1274%), animalic (53.2548%)","Jabir by Xerjoff is a fragrance for women and men. This is a new fragrance. Jabir was launched in 2023. Top notes are Violet, Pink Pepper and Freesia; middle notes are Lily-of-the-Valley, Peony and Bulgarian Rose; base notes are Laotian Oud, Musk, Madagascar Vanilla, Haitian Vetiver and Singapore Patchouli.","Alchemy is an influential philosophical traditional from antiquity ??the magic sense of transformation. Based on this philosophy, Kemi is the collection of unique perfumes created from pure natural raw elements through cryptic distillation techniques. Perfume as we know it could not have taken shape without alchemic studies and practices or skilfully converting ordinary inputs into noble substances. Kemi straddles the line between the tangible and the intangible, the earthly and the ethereal, the real and the magical.
JƒÅbir is our tribute to Jabir ibn Hayyan, the father of alchemy. Famed for his incomparable contribution to the scientific world and a prolific inventor, Jabir serves as the most inspiring muse. Combining pink pepper with floral notes of peony, freesia and violet, this stunning scent is a rare and precious journey through the alchemic world. Kemi is a collection of perfumes created from natural raw elements using innovative distillation techniques.
OLFACTORY NOTES","Violet, Pink Pepper, Freesia","Lily-of-the-Valley, Peony, Bulgarian Rose","Laotian Oud, Musk, Madagascar Vanilla, Haitian Vetiver, Singapore Patchouli",100,50,41.6667,50,41.6667,84.6154,53.8462,38.4615,100,38.4615,100,,
Del Mar Day Three,women and men,"white floral (100%), citrus (99.3667%), musky (86.6666%), coconut (79.9998%), sweet (62.9998%), powdery (61.833%), aromatic (60.6667%), marine (59.9997%), fresh (51.6668%), fresh spicy (50.5%)","Del Mar by Day Three is a fragrance for women and men. This is a new fragrance. Del Mar was launched in 2023. Top notes are Lime peel, Lime, Bergamot and Ginger; middle notes are Jasmine, Sea Notes and Lily of the Valley; base notes are Musk, Coconut and Amber.","""Del Mar is a light, tropical freshie, inspired by a vacation I took years ago to Del Mar California. The AirBnB I was staying at was just a few steps from the shore, and along it?ôs white picket fence grew the most amazingly fragrant jasmine. As the air blew in from the ocean, across the warm sand, and through the jasmine, it became a sort of natural perfume, rivaling anything produced by the most expensive niche houses. It was incredible, and I would never forget the sensation of breathing it in.""","Lime peel, Lime, Bergamot, Ginger","Jasmine, Sea Notes, Lily of the Valley","Musk, Coconut, Amber",100,43.3333,16.6667,6.66667,3.33333,0,80.6452,100,35.4839,87.0968,19.3548,,
Capim-Lim√£o Maracuj√° L?ôOccitane Au Br√©sil,women and men,"citrus (100%), green (75.5299%), tropical (66.5044%), fruity (61.2894%), sweet (57.6792%), fresh (57.4786%), musky (48.854%), aromatic (48.4527%), fresh spicy (46.4471%)","Capim-Lim√£o Maracuj√° by L?ôOccitane Au Br√©sil is a Citrus Aromatic fragrance for women and men. This is a new fragrance. Capim-Lim√£o Maracuj√° was launched in 2023. Top notes are Palmarosa, Pink Grapefruit, Bergamot, Green Tangerine and Bitter Orange; middle notes are Passionfruit, Ginger and Juniper; base notes are Musk, Amber and Cashmeran.",Not Found,"Palmarosa, Pink Grapefruit, Bergamot, Green Tangerine, Bitter Orange","Passionfruit, Ginger, Juniper","Musk, Amber, Cashmeran",100,83.3333,5.55556,0,0,7.40741,85.1852,100,14.8148,100,18.5185,,
Benzin Rammstein,women and men,"woody (100%), leather (68.6031%), smoky (67.059%), rum (54.7058%), animalic (46.2133%), nutty (46.2133%), warm spicy (45.4411%)","Benzin by Rammstein is a Leather fragrance for women and men. This is a new fragrance. Benzin was launched in 2023. The nose behind this fragrance is Dominique Moellhausen. Top notes are Rum, Cognac, Walnut and Smoke; middle notes are Leather, Palo Santo, Birch, Guaiac Wood and Incense; base notes are Castoreum, Amber, Vetiver and Musk.","""In this fragrance, smokey, explosive and animalic notes combine to create a truly everyday companion, building a rare bridge between the very special and the truly wearable.
Top notes: preserved nut in rum, smoke and cognac; soothing, smokey and high-percentage. Heart notes: fresh woody birch, warm smokey woody note of guaiac - the heartwood of the polo santo tree, incense and leather. Base notes: castoreum, animalic musk tones and amber notes bedded down on fresh vetiver.""
Available in 100ml Eau de Parfum.","Rum, Cognac, Walnut, Smoke","Leather, Palo Santo, Birch, Guaiac Wood, Incense","Castoreum, Amber, Vetiver, Musk",100,83.3333,41.6667,16.6667,66.6667,92.3077,100,76.9231,76.9231,76.9231,84.6154,,
7 August 2088 Rundholz,women and men,"green (100%), fruity (56.8145%), sweet (54.0859%), earthy (47.1236%), mossy (46.9355%)","7 August 2088 by Rundholz is a Aromatic Fruity fragrance for women and men. This is a new fragrance. 7 August 2088 was launched in 2023. Top notes are Herbal Notes, Pear, Rhubarb, Grapefruit and Marine notes; middle notes are Iris, Lily of the Valley, Jasmine and Orchid; base notes are Oakmoss, Hay, Dark Chocolate, Sugar, Musk, Tonka, Sandalwood and Vanilla.",Not Found,"Herbal Notes, Pear, Rhubarb, Grapefruit, Marine notes","Iris, Lily of the Valley, Jasmine, Orchid","Oakmoss, Hay, Dark Chocolate, Sugar, Musk, Tonka, Sandalwood, Vanilla",60,100,20,20,0,16.6667,100,38.8889,50,72.2222,22.2222,,
Velvet Blue Musk Dolce&Gabbana,women and men,"warm spicy (100%), woody (87.5703%), rose (69.2524%), earthy (61.4021%), aromatic (53.5513%), fresh spicy (50.9344%), metallic (49.6264%), vanilla (48.3179%), leather (45.701%), powdery (45.701%)","Velvet Blue Musk by Dolce&Gabbana is a Woody Floral Musk fragrance for women and men. This is a new fragrance. Velvet Blue Musk was launched in 2023. The nose behind this fragrance is Mathilde Bijaoui. Top notes are Saffron, Cardamom and Cumin; middle notes are Damask Rose, Cypriol Oil or Nagarmotha and Sandalwood; base notes are Tonka, Musk and Cedar.","""Capturing the suave memories of eternal Sicily, Dolce&Gabbana Velvet Blue Musk unfolds among the intoxicating scents that have long filled the island?ôs palaces.
Like a sweet, enveloping breeze rising from the ancient Arabic monuments, Dolce&Gabbana Velvet Blue Musk enshrines the musk with a warm, shimmering sensuality, in an alchemy of saffron and refined notes of precious damask rose.

Part of the exclusive Dolce&Gabbana Velvet Collection, luxury fragrances embroidered on lush velvet, offering an invitation to discover and explore the brand's creative vision. An intimate and authentic voyage expressed through our Designers' olfactive memories and their love for Italy.""
Dolce&Gabbana Velvet Blue Musk is a woody musky fragrance created by Mathilde Bijaoui.

In the top notes of the fragrance, sparkling essences of saffron encounter cardamom and cumin, adding vibrant glints of spice. The unmistakable intensity of damask rose opens the heart of Dolce&Gabbana Velvet Blue Musk, with creamy sandalwood and cypriol nagarmotha, bringing life to the gleaming gold of the millennial palazzos. The base gives way to sensual musk notes, almond-soft tonka bean, and the inebriating persistency of cedarwood.
Available as a 100 ml EDP.","Saffron, Cardamom, Cumin","Damask Rose, Cypriol Oil or Nagarmotha, Sandalwood","Tonka, Musk, Cedar",100,20,0,40,20,100,0,0,75,0,75,,
Classique Pride 2023 Jean Paul Gaultier,women and men,"citrus (100%), white floral (77.1154%), woody (52.2385%), musky (48.846%), sweet (47.7693%), fresh spicy (46.154%)",Classique Pride 2023 by Jean Paul Gaultier is a fragrance for women and men. This is a new fragrance. Classique Pride 2023 was launched in 2023. Classique Pride 2023 was created by Natalie Gracia-Cetto and Quentin Bisch. Top notes are Blood Orange and Yuzu; middle notes are Neroli and Orange Blossom; base notes are White Woods and Musk.,Not Found,"Blood Orange, Yuzu","Neroli, Orange Blossom","White Woods, Musk",18.5567,8.76289,4.12371,5.15464,100,46.4286,75,92.8571,64.2857,100,67.8571,,
Vittoria Alata Cristian Cavagna,women and men,"fresh (100%), fruity (95.1161%), amber (89.6899%), green (86.796%), aldehydic (84.2637%), sweet (80.6459%), warm spicy (79.3798%), metallic (78.8374%), tuberose (69.7935%), white floral (61.8349%)","Vittoria Alata by Cristian Cavagna is a fragrance for women and men. This is a new fragrance. Vittoria Alata was launched in 2023. Vittoria Alata was created by Arturetto Landi and Cristian Cavagna. Top notes are Aldehydes, Banana Leaf and Ginger; middle notes are Raspberry, Metallic notes, Tuberose and Iris; base notes are Frankincense, Amber, Musk and Vanilla.",Not Found,"Aldehydes, Banana Leaf, Ginger","Raspberry, Metallic notes, Tuberose, Iris","Frankincense, Amber, Musk, Vanilla",100,69.5652,30.4348,34.7826,52.1739,92.8571,85.7143,75,100,96.4286,85.7143,,
Verbena L'Erbolario,women and men,"citrus (100%), aromatic (49.6829%)",Verbena by L'Erbolario is a fragrance for women and men. This is a new fragrance. Verbena was launched in 2023.,"Created from the combination of two Verbena varieties - officinalis and lemon (Lippia citriodora) - this new perfumed collection is homage to freshness and a good mood. Both very discreet in appearance, the two Verbena varieties conceal unexpected surprises: Lemon Verbena is so called because when its leaves are rubbed, it exudes a fresh lemon scent, whereas Verbena officinalis is known in herbalist tradition for its anti-inflammatory and relaxing properties.
The Verbena line includes a perfume with a bright and carefree bouquet, a room fragrance diffuser and wonderful cosmetics for body and hair, made with the extracts and distilled waters produced in our laboratories from the leaves of the two plants. Formulas of extraordinary sensoriality created to give a boost of perfumed energy and to reconnect our senses with nature.
A bouquet of freshness, luminosity and lightness, radiating an intense joie de vivre and a sparkling boost of energy. The effervescent, light-hearted character of citrus fruits starts off lively, but coexists in perfect balance with the more enveloping, rounded notes of Rose and Musks.","Verbena, Lemon, Bergamot, Neroli, Musk, Rose",,,43.5897,100,20.5128,12.8205,0,2.5641,66.6667,100,10.2564,89.7436,15.3846,,
The Dark Side of the Water Bruno Perrucci Parfums,women and men,"floral (100%), white floral (72.6699%), musky (71.9646%), fruity (66.6749%), powdery (57.8587%), animalic (49.2192%), aquatic (48.6903%), sweet (47.985%), woody (45.8691%)","The Dark Side of the Water by Bruno Perrucci Parfums is a fragrance for women and men. This is a new fragrance. The Dark Side of the Water was launched in 2023. The nose behind this fragrance is Bruno Perrucci. Top notes are Petroleum, Mandarin Blossom, Apple, Ginger, Anise, Bergamot and Orange Blossom; middle notes are White Flowers, Lotus, Orchid, Osmanthus, Blueberry, Hibiscus, Damask Rose and Ylang Ylang; base notes are Musk, Ambergris, Woodsy Notes, Amyris, Patchouli, Sandalwood and Agarwood (Oud).","The Dark Side of the Water is an extremely elegant fragrance that wants to shed light on the relationship between man and nature.
The opening is surprising, the impact is unusual: the note of oil emerges on the nose, as if was a stain that attracts the attention of our gaze but also wants to make us reflect on the beauty of nature that should remain intact.
Then comes a strong floral component given by mandarin blossoms and white flowers, anise, ginger and ylang ylang. Then emerge wood and algae, that project us into a still image in which we are observing the shore of a lake, with algae, wet wood, and the splendor and light of the flowers as a frame.
A nature that is a forest of symbols full of aromas and hidden meanings, to be loved and respected. Never move away from nature as in its beauty, fullness, variety lies the whole meaning of life.","Petroleum, Mandarin Blossom, Apple, Ginger, Anise, Bergamot, Orange Blossom","White Flowers, Lotus, Orchid, Osmanthus, Blueberry, Hibiscus, Damask Rose, Ylang Ylang","Musk, Ambergris, Woodsy Notes, Amyris, Patchouli, Sandalwood, Agarwood (Oud)",100,55.5556,16.6667,0,11.1111,76.1905,85.7143,66.6667,85.7143,90.4762,100,,
Incense Forest JMP Artisan Perfumes,women and men,"woody (100%), aromatic (61.5712%), fresh spicy (52.7728%), warm spicy (46.8209%), amber (46.3031%), sweet (45.1388%), smoky (45.0739%), balsamic (44.7506%)","Incense Forest by JMP Artisan Perfumes is a Woody Aromatic fragrance for women and men. This is a new fragrance. Incense Forest was launched in 2023. The nose behind this fragrance is Jakub Pietrynka. Top notes are Spruce, Incense, Black Pepper and Pink Pepper; middle notes are Cedar, Coffee, Dates, Caramel and Dried Plum; base notes are Fir, Woody Notes, Vanilla and White Musk.",Not Found,"Spruce, Incense, Black Pepper, Pink Pepper","Cedar, Coffee, Dates, Caramel, Dried Plum","Fir, Woody Notes, Vanilla, White Musk",100,31.8182,0,4.54545,0,100,83.3333,27.7778,94.4444,88.8889,83.3333,,
Indigo Suede Lunio,women and men,"musky (100%), amber (80.3125%), lavender (67.9167%), leather (59.1667%), powdery (52.3856%), animalic (52.0939%), smoky (46.7708%), aromatic (45.75%)","Indigo Suede by Lunio is a fragrance for women and men. This is a new fragrance. Indigo Suede was launched in 2023. The nose behind this fragrance is Daniel Josier. Top notes are Ambroxan, Musk, Virginia Cedar and Mandarin Orange; middle notes are Lavender, Apple, Jasmine Sambac and Smoke; base notes are Russian Leather, Amber and Patchouli.",Not Found,"Ambroxan, Musk, Virginia Cedar, Mandarin Orange","Lavender, Apple, Jasmine Sambac, Smoke","Russian Leather, Amber, Patchouli",100,25,18.75,6.25,43.75,88.6792,96.2264,28.3019,100,84.9057,75.4717,,
KHAMZAT The Wolf Superz.,women and men,"white floral (100%), leather (92.5333%), musky (90.6669%), fruity (86.0001%), fresh (83.2002%), animalic (77.8333%), powdery (69.6665%), green (67.3334%), woody (50.0669%), sweet (49.1334%)","KHAMZAT The Wolf by Superz. is a Amber Spicy fragrance for women and men. This is a new fragrance. KHAMZAT The Wolf was launched in 2023. The nose behind this fragrance is H√ºseyin Erdoƒümu≈ü. Top notes are Apple, Raspberry, Cardamom and Saffron; middle notes are Lily of the Valley, White Flowers, Violet and Cinnamon; base notes are Leather, Musk, Woody Notes and Amber.",Above-average people deserve above-average perfumes. Our The Wolf fragrance represents this perfectly. It has the unshakable focus and masculinity that comes from woody and leathery notes. Truly motivated people are as persistent as the saffron in the fragrance and as special as the amazing blend of cardamom and musk. An extremely persistent fragrance that embodies the feeling of invincibility.,"Apple, Raspberry, Cardamom, Saffron","Lily of the Valley, White Flowers, Violet, Cinnamon","Leather, Musk, Woody Notes, Amber",100,23.0769,15.3846,3.84615,50,90,90,40,100,55,80,,
H2Eau Nectarine Petal Clean,women and men,"fruity (100%), floral (98.6274%), powdery (83.186%), sweet (81.4705%), amber (78.0392%), fresh (74.6078%), musky (64.3137%), herbal (57.4509%), animalic (44.7548%)",H2Eau Nectarine Petal by Clean is a fragrance for women and men. This is a new fragrance. H2Eau Nectarine Petal was launched in 2023. Top note is Nectarine; middle notes are Peach Blossom and Chamomile; base notes are Amber and Musk.,"Key Notes: Nectarine, Peach Blossom, Musk

Fragrance Description: This fragrance is inspired by springtime?ôs succulent sweetness and luminous flower petals. The notes of mouthwatering nectarine journey through a wild garden of golden chamomile and peach blossoms before settling into a radiant and delectable blend of sweet amber and musk.

About the Bottle: CLEAN RESERVE cares about the health of the planet. They work with vendors who use green manufacturing processes, and minimizing the amount of waste produced by the packaging is of paramount importance. The glass bottle is recyclable, and the carton is made from FSC-certified paper printed with nontoxic, soy- and water-based inks. The corn-derived cellophane is biodegradable and compostable.",Nectarine,"Peach Blossom, Chamomile","Amber, Musk",27.7778,100,44.4444,33.3333,0,33.3333,91.6667,91.6667,41.6667,100,33.3333,,
Wine Vanilla Jupil√≤,women and men,"powdery (100%), vanilla (96.8187%), violet (74.5454%), woody (69.1364%), sweet (68.1822%), fruity (68.1822%), musky (68.1822%), white floral (61.8184%), yellow floral (60.5455%), floral (60.2274%)","Wine Vanilla by Jupil√≤ is a Floral Woody Musk fragrance for women and men. This is a new fragrance. Wine Vanilla was launched in 2023. The nose behind this fragrance is Vanina Muracciole. Top notes are Pear, Black Currant and Bergamot; middle notes are Violet, Narcissus and Jasmine; base notes are Vanilla, White Musk, Tonka Bean and Cedarwood.","""Wine Vanilla refers to the traditional oak barrels the French used for the aging of Burgundy Wines.""","Pear, Black Currant, Bergamot","Violet, Narcissus, Jasmine","Vanilla, White Musk, Tonka Bean, Cedarwood",100,40,50,10,10,90,90,40,100,100,50,,
New York Forever Bond No 9,women and men,"earthy (100%), amber (88.3331%), warm spicy (85.7408%), cinnamon (75.3702%), patchouli (68.889%), woody (65%), honey (49.4445%), balsamic (47.8242%), musky (46.8518%), sweet (44.2592%)","New York Forever by Bond No 9 is a fragrance for women and men. This is a new fragrance. New York Forever was launched in 2023. The nose behind this fragrance is Domitille Michalon Bertier. Top note is Cinnamon; middle notes are Patchouli and Vanilla; base notes are Earthy Notes, Amber, Labdanum, Honey, Moss and Musk.",Not Found,Cinnamon,"Patchouli, Vanilla","Earthy Notes, Amber, Labdanum, Honey, Moss, Musk",100,55.5556,38.8889,16.6667,5.55556,100,38.8889,16.6667,88.8889,72.2222,88.8889,,
Searching for faith - rare elixir Adi Ale Van,women and men,"amber (100%), fruity (87.1428%), woody (66.4286%), sweet (59.2855%), balsamic (58.5716%), fresh spicy (57.6784%), warm spicy (55.357%), smoky (49.9999%), aromatic (48.2143%), green (47.8569%)",Searching for faith - rare elixir by Adi Ale Van is a fragrance for women and men. This is a new fragrance. Searching for faith - rare elixir was launched in 2023. The nose behind this fragrance is Adi ale Van.,"""And my thought flies far towards the sky, crossing valleys, crossing mountains, crossing hills and forests, and my soul rises towards the heavens like the leaves in the warm wind. And I, a simple man, can only pray and hope that all this will come true one day.""
Limited edition of 35 pcs only. Each piece is hand made and unique created in Romania, like all Adi ale Van products.
Any imperfection is the proof of artisanal work.","Dried Fruits, Apple, Incense, Myrrh, Labdanum, Mace, Tuberose, Bay Leaf, Indonesian Patchouli Leaf, Vetiver, Java vetiver oil, Amber, Ylang-Ylang, Roasted Nuts, Nard, Vanilla Absolute, Musk",,,100,60,20,0,0,75,50,25,100,50,50,,
Lamar Caviar Kajal,women and men,"fruity (100%), sweet (69.2507%), woody (60.7493%), fresh (60.3877%), powdery (50.8914%), musky (48.0879%), aromatic (47.5452%), amber (46.279%), tropical (45.3747%), warm spicy (44.4704%)","Lamar Caviar by Kajal is a Floral Woody Musk fragrance for women and men. This is a new fragrance. Lamar Caviar was launched in 2023. The nose behind this fragrance is Mark Buxton. Top notes are Pineapple, Red Berries, Apple, Cardamom and Coriander; middle notes are Bulgarian Rose, Turkish Rose, Jasmine and Magnolia; base notes are Cashmeran, Cedar, Vanilla, Amber and Musk.","Pineapple, Red berries, Apple, Cardamom and Coriander
Bulgarian Rose, Turkish Rose, Jasmine Sambac and Magnolia.
Vanilla, Amber, Cashmere Wood, Cedar Wood and Musk.","Pineapple, Red Berries, Apple, Cardamom, Coriander","Bulgarian Rose, Turkish Rose, Jasmine, Magnolia","Cashmeran, Cedar, Vanilla, Amber, Musk",100,25,0,0,8.33333,66.6667,100,100,100,100,100,,
Elixir Centauri Perfumes,women and men,"woody (100%), warm spicy (69.7226%), caramel (61.0536%), coffee (59.7598%), sweet (48.1145%), powdery (47.8557%)",Elixir by Centauri Perfumes is a Amber Woody fragrance for women and men. This is a new fragrance. Elixir was launched in 2023. The nose behind this fragrance is Peter Carter.,"""Introducing the first perfume launch outside of our regular collection, Elixir is presented in clear glass. With a rich top note of cognac giving way to a coffee & caramel combo grounded in woods of cedar and sandalwood. It's a rich, warm aromatic semi-gourmand."" -Brand website.","Caramel, Texas Cedar, Coffee, Cognac, Rum, Sandalwood, Patchouli, Musk",,,100,13.6364,13.6364,31.8182,36.3636,100,22.2222,0,88.8889,27.7778,83.3333,,
Dinajpur Coelia Parfums,women and men,"warm spicy (100%), lactonic (80.199%), amber (77.4102%), sweet (65.6973%), caramel (57.8884%), musky (56.7728%), savory (51.1952%), rum (45.6173%)","Dinajpur by Coelia Parfums is a Amber fragrance for women and men. This is a new fragrance. Dinajpur was launched in 2023. The nose behind this fragrance is Margaux Le Paih Gu√©rin. Top notes are Masala Chai, Ginger and Cardamom; middle notes are Milk, Rice and Orange Blossom; base notes are Ambroxan, Caramel, Rum, Vanilla Absolute, Sandalwood, Benzoin and Musk.","Imagine yourself transported to the bustling lanes of Dinajpur, a city bathed in an aura of mystery and exoticism. In the heart of this picturesque town, Billel discovered a small, intimate and welcoming shop. This is where the olfactory magic of the famous chai latte was revealed.
The air was filled with a captivating scent, emanating from the creamy hot milk combined with the captivating spices of ginger and cardamom.
Driven by the desire to share this precious memory, he decided to create ?úDinajpur??a gourmet amber perfume created by the talented Margaux Le Paih-Gu√©rin of Flair Paris.","Masala Chai, Ginger, Cardamom","Milk, Rice, Orange Blossom","Ambroxan, Caramel, Rum, Vanilla Absolute, Sandalwood, Benzoin, Musk",100,0,17.3913,13.0435,65.2174,100,54.1667,33.3333,91.6667,70.8333,95.8333,,
Siberian Musk III Areej Le Dor√©,women and men,"woody (100%), citrus (89.383%), aromatic (82.5451%), musky (82.1851%), powdery (65.36%), green (64.3702%), conifer (54.4732%), fresh spicy (52.4936%), balsamic (47.0953%), sweet (46.3753%)","Siberian Musk III by Areej Le Dor√© is a Citrus Aromatic fragrance for women and men. This is a new fragrance. Siberian Musk III was launched in 2023. The nose behind this fragrance is Russian Adam. Top notes are Siberian Pine, Bergamot, Lime and Mandarin Orange; middle notes are Natural Musk, Galbanum, Cypress, Sandalwood, Orange Blossom and Spices; base notes are Musk, Amber, Patchouli, Assam Oud and Australian Blue Cypress.","The time has come to visit one of the purest, wildest, and least known locations on earth: Siberia. Join us on a rare journey and experience the most rare natural aromatic: Musk.
Top notes: bergamot, lime, mandarin, and Siberian smoky pine
Heart notes: a maceration made from legally obtained wild Siberian deer musk grains, orange blossom, Indian sandalwood from the year 2000, galbanum, cypress and a variety of spices
Base notes: sweet Assam agarwood oil, blue cypress absolute, patchouli, musk accord from the 1980s and crude amber oil from 1906.","Siberian Pine, Bergamot, Lime, Mandarin Orange","Natural Musk, Galbanum, Cypress, Sandalwood, Orange Blossom, Spices","Musk, Amber, Patchouli, Assam Oud, Australian Blue Cypress",100,22.5806,12.9032,0,16.129,84.2105,100,68.4211,89.4737,84.2105,73.6842,,
Over.dose Scentologia,women and men,"aromatic (100%), citrus (64.3137%), cannabis (60.8826%), woody (59.8531%), fresh spicy (57.108%), herbal (53.1618%), green (52.1323%), earthy (51.9607%)","Over.dose by Scentologia is a Amber Spicy fragrance for women and men. This is a new fragrance. Over.dose was launched in 2023. The nose behind this fragrance is Margherita Carini. Top notes are cannabis, Bergamot and Grapefruit; middle notes are Thyme, Geranium and Gardenia; base notes are Vetiver, Patchouli, Amber and Musk.",Not Found,"cannabis, Bergamot, Grapefruit","Thyme, Geranium, Gardenia","Vetiver, Patchouli, Amber, Musk",100,78.5714,28.5714,7.14286,14.2857,58.8235,88.2353,76.4706,94.1176,94.1176,100,,
N√©roli Supercritique Les EAUX Primordiales,women and men,"white floral (100%), vanilla (73.3628%), citrus (71.8142%), tuberose (51.6816%), sweet (48.584%), powdery (47.0353%), fresh (45.7964%)","N√©roli Supercritique by Les EAUX Primordiales is a Floral fragrance for women and men. This is a new fragrance. N√©roli Supercritique was launched in 2023. The nose behind this fragrance is Arnaud Poulain. Top notes are Aldehydes, Mandarin Orange and Bergamot; middle notes are Neroli, Orange Blossom, Tuberose, Jasmine and Petitgrain; base notes are Vanilla, White Musk and Guaiac Wood.",Not Found,"Aldehydes, Mandarin Orange, Bergamot","Neroli, Orange Blossom, Tuberose, Jasmine, Petitgrain","Vanilla, White Musk, Guaiac Wood",65.2174,100,34.7826,8.69565,8.69565,50,100,66.6667,77.7778,94.4444,27.7778,,
Ask Maiora Parfum,women and men,"woody (100%), aromatic (97.063%), marine (85.8043%), salty (71.119%), amber (59.3706%), patchouli (54.4755%), camphor (50.5597%), musky (49.5804%), powdery (48.1119%), herbal (47.6223%)","Ask by Maiora Parfum is a fragrance for women and men. This is a new fragrance. Ask was launched in 2023. The nose behind this fragrance is Antonio Gigli. Top notes are Sea Notes, Sea Salt, Myrtle and Juniper Berries; middle notes are Eucalyptus, Aromatic Notes, Water Jasmine and Geranium; base notes are Amber, Patchouli, Cedar, Musk and Pine.",Not Found,"Sea Notes, Sea Salt, Myrtle, Juniper Berries","Eucalyptus, Aromatic Notes, Water Jasmine, Geranium","Amber, Patchouli, Cedar, Musk, Pine",100,33.3333,0,16.6667,8.33333,21.4286,85.7143,85.7143,64.2857,100,85.7143,,
New York (Gabriela Hearst) Fueguia 1833,women and men,"woody (100%), fresh spicy (66.5217%), floral (55.6795%), sweet (52.2554%), tobacco (47.1195%), vanilla (46.1683%), aromatic (45.9784%)","New York (Gabriela Hearst) by Fueguia 1833 is a Woody fragrance for women and men. This is a new fragrance. New York (Gabriela Hearst) was launched in 2023. The nose behind this fragrance is Julian Bedel. Top notes are Nutmeg, Balsam Fir and Black Pepper; middle notes are Tobacco, Cherry Blossom and Rose; base notes are Woody Notes, Maple, Palo Santo, Virginian Cedar, Musk, Vanilla, Tonka, Jacaranda and Patchouli.","Fashion designer Gabriela Hearst teamed up with Fueguia's founder and perfumer to launch two fragrances called New York and Paysand√∫. Paysandou and New York each have their own aromatic signatures, shaped and inspired by Gabriela Hirst's two geographical regions and stages of life. They were created to be read individually and as a progression.
""Working with Julian on this project of 2 years has been thrilling. It combines my life so far, half with my roots in Paysand√∫ and half in New York. Childhood memories and landscapes (for Paysand√∫) and the strength of womanhood (for New York) are combined with the alchemy of science and the pheromone potion that Julian crafted. Julian is hungry for knowledge."" - Gabriela Hearst.
""New York draws its inspiration from the movement from South to North, weaving floral and notas dulces with typical North American woods. It?ôs a smokier, heavier, and more aged version of the spirit of the rural and herbal Paysand√∫.
Based on the research of two Nobel prizes, Leopold Ruzicka ??who during the mid-1920?ôs studied the molecular structure of musk??and Linda B. Buck ??awarded in 2004 alongside Richard Axel, for their discoveries in scent as a code and a subtle form of communication through volatile molecules??Julian Bedel developed this idea of musk as a language, an amplifier of one?ôs scent. This compound of pheromone messengers helps volatilize the aroma of skin. As a result, each individual?ôs aromatic identity gets amplified and gives a distinctive character to each perfume. Ultimately, each person will have a different version of the scent. An exclusive formula of Fueguia?ôs musk of plant origin was developed both for Paysand√∫ and New York.
True to Fueguia?ôs mission of botanical research and scientific innovation, the ingredients that compose Paysand√∫ were produced in Fueguia Botany in Manantiales, Uruguay. Marcela and Carqueja, ingredients that had never been used in perfumery, were extracted through Super Critical CO2 at Fueguia?ôs unique high-end facilities and are what gives a significant part of the unique character of the scent. Marcela, traditionally used by the Charr√∫as people as a medicinal plant, is still a symbol of this cultural heritage in Brazil, Paraguay, Uruguay, and Argentina.""
String
Tonic: Balsam Fir
Main Note: Tobacco
Sub-vocal: Jacaranda wood
Melody
Maple Resin, Virginia Cedar, Vanilla, Rose Original, Cherry Blossom, Black Pepper, Palo Santo, Patchouli, Tonka Bean, Nutmeg
Available as a 100ml Perfume.","Nutmeg, Balsam Fir, Black Pepper","Tobacco, Cherry Blossom, Rose","Woody Notes, Maple, Palo Santo, Virginian Cedar, Musk, Vanilla, Tonka, Jacaranda, Patchouli",100,30,10,0,20,100,50,33.3333,100,50,83.3333,,
Le Messager Courr√®ges,women and men,"musky (100%), aromatic (91.9231%), citrus (78.4615%), powdery (69.846%), woody (64.4617%), fresh spicy (54.2308%)",Le Messager by Courr√®ges is a fragrance for women and men. This is a new fragrance. Le Messager was launched in 2023. Top note is Bergamot; middle note is Ink; base note is White Musk.,"A meeting between two strangers bound by new feelings and a simple desire to connect with each other. 

An olfactory interpretation evoking the blue of the ink deposited on the correspondence between two lovers.
Le messager, the alliance between a fresh start of essence of bergamot and a background of vanilla musk enveloped by a suave ink accord. A note that gives this eau de parfum a magnetic trail.
Top note : bergamot
Heart note : ink accord
Base note : white musks

The fragrance is available as 30ml, 50ml and 100ml Eau de Parfum.",Bergamot,Ink,White Musk,100,83.3333,0,25,50,100,50,25,83.3333,58.3333,100,,
